Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Merchant_Category,City,Payment_Method,Is_Fraud
T04884,C3841,2025-04-10,Deposit,513.73,Travel,Lahore,ATM,0
T04885,C7040,2025-06-21,Withdrawal,490.65,Travel,Peshawar,Credit Card,0
T04886,C4560,2025-10-14,Transfer,175.73,Utilities,Karachi,ATM,0
T04887,C5758,2025-04-29,Withdrawal,96.0,Retail,Peshawar,Online Banking,0
T04888,C1626,2025-12-16,Payment,20.83,Travel,Islamabad,Online Banking,0
T04889,C6014,2025-06-24,Transfer,38.18,Travel,Peshawar,Credit Card,0
T04890,C2375,2025-01-30,Transfer,227.68,Travel,Islamabad,ATM,0
T04891,C2181,2025-02-24,Payment,3.35,Healthcare,Lahore,Credit Card,0
T04892,C6708,2025-12-27,Withdrawal,429.95,Food,Faisalabad,ATM,0
T04893,C1490,2025-07-15,Withdrawal,177.31,Food,Peshawar,Credit Card,0
T04894,C4729,2025-02-10,Withdrawal,9.24,Travel,Peshawar,Online Banking,0
T04895,C6974,2025-06-22,Payment,54.83,Electronics,Faisalabad,Debit Card,0
T04896,C4534,2025-11-26,Deposit,180.38,Healthcare,Peshawar,Credit Card,0
T04897,C4296,2025-08-07,Deposit,7.25,Travel,Peshawar,Debit Card,0
T04898,C2940,2025-07-27,Withdrawal,302.81,Retail,Karachi,Online Banking,0
T04899,C6014,2025-06-07,Transfer,504.95,Healthcare,Karachi,Debit Card,0
T04900,C2882,2025-11-29,Deposit,649.97,Electronics,Faisalabad,ATM,0
T04901,C5908,2025-08-16,Withdrawal,264.6,Retail,Lahore,Debit Card,0
T04902,C3987,2025-03-26,Deposit,388.74,Utilities,Peshawar,Credit Card,0
T04903,C6585,2025-06-22,Withdrawal,188.68,Utilities,Peshawar,Debit Card,0
T04904,C4159,2025-09-02,Deposit,122.7,Food,Lahore,ATM,0
T04905,C5530,2025-12-26,Deposit,249.75,Healthcare,Peshawar,Online Banking,0
T04906,C1681,2025-06-22,Transfer,50.77,Food,Lahore,ATM,0
T04907,C6254,2025-12-01,Transfer,23.26,Food,Faisalabad,Credit Card,0
T04908,C2073,2025-07-31,Deposit,286.97,Healthcare,Faisalabad,ATM,0
T04909,C3387,2025-03-25,Withdrawal,634.91,Utilities,Lahore,Debit Card,0
T04910,C3693,2025-06-22,Transfer,172.3,Healthcare,Lahore,Debit Card,0
T04911,C5340,2025-07-02,Payment,131.77,Retail,Islamabad,ATM,0
T04912,C3156,2025-05-13,Transfer,152.89,Electronics,Karachi,Debit Card,0
T04913,C8966,2025-10-15,Deposit,130.2,Food,Karachi,Debit Card,0
T04914,C3580,2025-09-19,Deposit,116.75,Utilities,Peshawar,Credit Card,0
T04915,C8257,2025-12-16,Payment,587.63,Food,Peshawar,Credit Card,0
T04916,C3159,2025-10-09,Transfer,130.69,Travel,Lahore,Credit Card,0
T04917,C7772,2025-10-20,Deposit,16.92,Electronics,Lahore,Online Banking,0
T04918,C2627,2025-09-26,Payment,290.07,Retail,Karachi,Online Banking,0
T04919,C9219,2025-12-15,Payment,99.37,Food,Peshawar,Credit Card,0
T04920,C8080,2025-07-16,Withdrawal,248.05,Travel,Karachi,ATM,0
T04921,C2985,2025-01-25,Transfer,173.3,Travel,Faisalabad,ATM,0
T04922,C9488,2025-05-21,Transfer,249.78,Electronics,Karachi,ATM,0
T04923,C3181,2025-08-11,Transfer,12.8,Utilities,Karachi,Credit Card,0
T04924,C3296,2025-01-20,Deposit,6.89,Utilities,Lahore,Online Banking,0
T04925,C8164,2025-09-04,Payment,95.14,Food,Peshawar,Debit Card,0
T04926,C3597,2025-11-24,Withdrawal,236.29,Food,Faisalabad,ATM,0
T04927,C1901,2025-07-20,Transfer,50.64,Utilities,Karachi,Credit Card,0
T04928,C7060,2025-04-25,Withdrawal,113.62,Retail,Karachi,Credit Card,0
T04929,C2677,2025-07-08,Withdrawal,790.68,Retail,Lahore,Debit Card,0
T04930,C3881,2025-01-26,Payment,48.38,Travel,Islamabad,Online Banking,0
T04931,C6622,2025-02-23,Transfer,376.7,Electronics,Peshawar,Online Banking,0
T04932,C9052,2025-06-19,Withdrawal,349.12,Retail,Peshawar,Credit Card,0
T04933,C2378,2025-01-11,Transfer,443.93,Food,Peshawar,Debit Card,0
T04934,C2248,2025-01-27,Transfer,493.35,Retail,Karachi,Online Banking,0
T04935,C6650,2025-12-16,Transfer,141.58,Electronics,Karachi,Debit Card,0
T04936,C7079,2025-03-24,Withdrawal,229.1,Food,Karachi,Debit Card,0
T04937,C8036,2025-10-17,Payment,192.93,Electronics,Islamabad,Credit Card,0
T04938,C7487,2025-02-07,Payment,73.91,Utilities,Karachi,Debit Card,0
T04939,C2058,2025-03-28,Withdrawal,65.64,Electronics,Peshawar,Debit Card,0
T04940,C3048,2025-11-17,Deposit,83.58,Electronics,Peshawar,Debit Card,0
T04941,C7115,2025-06-05,Transfer,49.3,Electronics,Lahore,ATM,0
T04942,C5248,2025-11-04,Transfer,283.25,Food,Islamabad,Debit Card,0
T04943,C3476,2025-10-13,Payment,668.06,Electronics,Faisalabad,Debit Card,0
T04944,C5603,2025-07-05,Withdrawal,404.65,Electronics,Karachi,Credit Card,0
T04945,C4553,2025-07-01,Withdrawal,49.16,Healthcare,Faisalabad,Online Banking,0
T04946,C1220,2025-05-23,Deposit,10.66,Healthcare,Karachi,Online Banking,0
T04947,C5818,2025-07-25,Deposit,283.02,Travel,Islamabad,Debit Card,0
T04948,C8192,2025-05-22,Payment,98.93,Food,Islamabad,Credit Card,0
T04949,C5623,2025-07-04,Deposit,348.15,Healthcare,Peshawar,Credit Card,0
T04950,C8349,2025-08-29,Deposit,302.13,Electronics,Islamabad,Debit Card,0
T04951,C6618,2025-01-08,Withdrawal,196.38,Retail,Faisalabad,Debit Card,0
T04952,C8209,2025-03-13,Withdrawal,58.97,Electronics,Faisalabad,Online Banking,0
T04953,C5576,2025-10-15,Deposit,21.97,Retail,Islamabad,Online Banking,0
T04954,C2871,2025-04-05,Payment,58.24,Utilities,Faisalabad,Online Banking,0
T04955,C8915,2025-06-06,Deposit,142.57,Utilities,Karachi,Debit Card,0
T04956,C2462,2025-02-10,Payment,777.11,Food,Lahore,Online Banking,0
T04957,C6521,2025-11-27,Deposit,13.16,Food,Peshawar,Credit Card,0
T04958,C9536,2025-10-28,Withdrawal,44.65,Utilities,Lahore,ATM,0
T04959,C9236,2025-09-26,Withdrawal,197.39,Food,Faisalabad,ATM,0
T04960,C8813,2025-06-04,Payment,72.59,Retail,Peshawar,ATM,0
T04961,C3068,2025-10-02,Deposit,391.1,Retail,Lahore,Credit Card,0
T04962,C6753,2025-06-03,Deposit,30.03,Travel,Lahore,ATM,0
T04963,C8237,2025-02-22,Payment,660.22,Food,Faisalabad,Debit Card,0
T04964,C8016,2025-06-28,Deposit,486.94,Food,Peshawar,Debit Card,0
T04965,C7191,2025-08-28,Transfer,437.01,Travel,Peshawar,ATM,0
T04966,C2514,2025-05-17,Withdrawal,38.01,Electronics,Lahore,ATM,0
T04967,C3598,2025-09-12,Withdrawal,79.95,Retail,Peshawar,Online Banking,0
T04968,C2001,2025-08-12,Payment,326.03,Electronics,Peshawar,Credit Card,0
T04969,C2033,2025-06-29,Deposit,329.85,Healthcare,Karachi,Online Banking,0
T04970,C7899,2025-07-01,Payment,244.27,Travel,Faisalabad,Credit Card,0
T04971,C9465,2025-09-16,Transfer,118.86,Healthcare,Faisalabad,Online Banking,0
T04972,C6051,2025-08-31,Deposit,74.67,Healthcare,Karachi,Debit Card,0
T04973,C5476,2025-04-06,Transfer,659.14,Food,Lahore,Credit Card,0
T04974,C1478,2025-07-16,Payment,29.99,Electronics,Islamabad,ATM,0
T04975,C1515,2025-01-14,Withdrawal,8.95,Food,Lahore,Credit Card,0
T04976,C2191,2025-04-30,Transfer,1.83,Travel,Karachi,Credit Card,0
T04977,C7297,2025-09-26,Deposit,298.35,Utilities,Peshawar,Online Banking,0
T04978,C1271,2025-06-20,Payment,11.68,Food,Karachi,ATM,0
T04979,C9334,2025-03-13,Payment,154.72,Healthcare,Faisalabad,Online Banking,0
T04980,C8778,2025-06-28,Payment,91.55,Healthcare,Peshawar,ATM,0
T04981,C7008,2025-06-19,Withdrawal,31.78,Electronics,Lahore,Online Banking,0
T04982,C8987,2025-06-08,Payment,269.87,Electronics,Peshawar,ATM,0
T04983,C4332,2025-06-03,Payment,11.32,Travel,Faisalabad,Credit Card,0
T04984,C1787,2025-03-23,Withdrawal,76.66,Electronics,Karachi,Debit Card,0
T04985,C7222,2025-02-26,Payment,165.19,Retail,Lahore,ATM,0
T04986,C1622,2025-01-07,Payment,102.97,Food,Islamabad,Online Banking,0
T04987,C4841,2025-04-22,Transfer,59.99,Healthcare,Islamabad,Credit Card,0
T04988,C4676,2025-02-17,Payment,520.74,Retail,Karachi,Online Banking,0
T04989,C3572,2025-03-21,Withdrawal,534.64,Travel,Lahore,Credit Card,0
T04990,C7915,2025-11-12,Transfer,107.6,Healthcare,Lahore,Credit Card,0
T04991,C6033,2025-02-02,Payment,100.09,Retail,Peshawar,ATM,0
T04992,C8788,2025-04-25,Withdrawal,73.46,Retail,Karachi,Online Banking,0
T04993,C6214,2025-01-03,Deposit,387.25,Healthcare,Peshawar,Credit Card,0
T04994,C5712,2025-01-04,Payment,167.83,Food,Karachi,Online Banking,0
T04995,C1066,2025-12-22,Deposit,18.76,Food,Faisalabad,Credit Card,0
T04996,C8533,2025-09-17,Transfer,383.9,Utilities,Karachi,ATM,0
T04997,C5616,2025-02-11,Withdrawal,153.09,Retail,Peshawar,Debit Card,0
T04998,C2140,2025-01-09,Transfer,107.43,Food,Lahore,Debit Card,0
T04999,C6730,2025-11-03,Deposit,82.46,Retail,Karachi,Debit Card,0
T05000,C8465,2025-05-25,Deposit,20.94,Retail,Lahore,Debit Card,0
T05001,C5471,2025-04-07,Deposit,627.93,Travel,Faisalabad,ATM,0
T05002,C4339,2025-10-03,Withdrawal,270.37,Travel,Islamabad,ATM,0
T05003,C1548,2025-05-22,Deposit,28.26,Healthcare,Islamabad,ATM,0
T05004,C8675,2025-10-05,Deposit,143.19,Retail,Peshawar,Online Banking,0
T05005,C9264,2025-01-27,Withdrawal,162.19,Travel,Karachi,Credit Card,0
T05006,C1198,2025-02-12,Deposit,36.76,Healthcare,Faisalabad,Credit Card,0
T05007,C1571,2025-05-11,Payment,111.45,Food,Faisalabad,Debit Card,0
T05008,C1790,2025-08-04,Deposit,207.55,Retail,Lahore,Debit Card,0
T05009,C2174,2025-04-04,Withdrawal,66.82,Travel,Peshawar,Credit Card,0
T05010,C1178,2025-01-08,Deposit,80.58,Food,Faisalabad,Credit Card,0
T05011,C3244,2025-03-27,Withdrawal,26.03,Retail,Karachi,Credit Card,0
T05012,C5086,2025-12-11,Deposit,106.63,Healthcare,Faisalabad,ATM,0
T05013,C1734,2025-05-18,Payment,175.35,Retail,Islamabad,ATM,0
T05014,C7232,2025-09-03,Withdrawal,24.78,Travel,Peshawar,ATM,0
T05015,C1798,2025-01-21,Withdrawal,190.79,Food,Lahore,Debit Card,0
T05016,C8601,2025-09-22,Withdrawal,101.43,Retail,Karachi,ATM,0
T05017,C9979,2025-05-28,Withdrawal,226.75,Retail,Islamabad,Credit Card,0
T05018,C3795,2025-07-03,Deposit,75.62,Healthcare,Faisalabad,Debit Card,0
T05019,C5588,2025-08-15,Deposit,168.1,Utilities,Peshawar,Debit Card,0
T05020,C8297,2025-10-19,Payment,189.76,Retail,Peshawar,ATM,0
T05021,C4084,2025-02-05,Payment,234.56,Utilities,Karachi,Debit Card,0
T05022,C1731,2025-09-03,Deposit,282.89,Utilities,Lahore,Credit Card,0
T05023,C2129,2025-03-14,Transfer,29.32,Food,Islamabad,Debit Card,0
T05024,C2605,2025-05-30,Withdrawal,671.87,Electronics,Lahore,Online Banking,0
T05025,C3933,2025-01-01,Deposit,371.13,Healthcare,Karachi,Credit Card,0
T05026,C9516,2025-03-10,Payment,165.25,Utilities,Karachi,Credit Card,0
T05027,C6074,2025-10-20,Withdrawal,442.11,Food,Islamabad,ATM,0
T05028,C8099,2025-08-18,Payment,96.39,Healthcare,Peshawar,Credit Card,0
T05029,C2490,2025-07-30,Transfer,6.98,Travel,Peshawar,Credit Card,0
T05030,C1893,2025-03-13,Withdrawal,259.68,Utilities,Islamabad,Debit Card,0
T05031,C2390,2025-12-29,Transfer,574.15,Electronics,Lahore,Online Banking,0
T05032,C4389,2025-04-06,Transfer,35.31,Travel,Islamabad,Debit Card,0
T05033,C5239,2025-03-25,Transfer,206.49,Healthcare,Peshawar,Online Banking,0
T05034,C5479,2025-08-16,Deposit,335.78,Utilities,Lahore,Credit Card,0
T05035,C3263,2025-10-26,Payment,470.92,Utilities,Faisalabad,Debit Card,0
T05036,C4432,2025-08-24,Withdrawal,64.74,Electronics,Lahore,Debit Card,0
T05037,C3371,2025-10-20,Deposit,27.56,Retail,Peshawar,ATM,0
T05038,C5312,2025-08-10,Payment,56.96,Electronics,Karachi,Debit Card,0
T05039,C2515,2025-08-11,Deposit,172.42,Food,Lahore,Online Banking,0
T05040,C7326,2025-10-08,Payment,501.99,Food,Lahore,Online Banking,0
T05041,C8088,2025-08-09,Withdrawal,174.71,Electronics,Karachi,Credit Card,0
T05042,C6586,2025-08-04,Withdrawal,504.2,Electronics,Peshawar,ATM,0
T05043,C3917,2025-08-19,Withdrawal,293.97,Electronics,Faisalabad,ATM,0
T05044,C6731,2025-06-18,Withdrawal,182.45,Electronics,Faisalabad,Debit Card,0
T05045,C8686,2025-11-25,Payment,4.41,Electronics,Islamabad,Credit Card,0
T05046,C2167,2025-02-11,Deposit,81.02,Utilities,Faisalabad,Online Banking,0
T05047,C9302,2025-09-15,Withdrawal,11.84,Healthcare,Faisalabad,ATM,0
T05048,C6109,2025-07-15,Withdrawal,77.79,Healthcare,Lahore,Credit Card,0
T05049,C5327,2025-04-06,Withdrawal,12.87,Travel,Islamabad,Debit Card,0
T05050,C6810,2025-11-13,Transfer,36.74,Food,Faisalabad,ATM,0
T05051,C4655,2025-01-14,Withdrawal,105.76,Food,Lahore,Debit Card,0
T05052,C4793,2025-04-23,Withdrawal,144.67,Healthcare,Islamabad,Online Banking,0
T05053,C7738,2025-03-18,Payment,48.96,Healthcare,Lahore,Online Banking,0
T05054,C2577,2025-10-04,Transfer,263.79,Travel,Karachi,Credit Card,0
T05055,C3220,2025-11-16,Payment,178.5,Electronics,Peshawar,Debit Card,0
T05056,C2030,2025-06-09,Deposit,235.38,Healthcare,Peshawar,Credit Card,0
T05057,C7691,2025-11-09,Transfer,263.93,Healthcare,Peshawar,Online Banking,0
T05058,C4992,2025-04-29,Payment,259.6,Travel,Faisalabad,ATM,0
T05059,C1913,2025-06-10,Payment,550.51,Electronics,Peshawar,Online Banking,0
T05060,C7358,2025-11-04,Deposit,54.16,Food,Peshawar,Credit Card,0
T05061,C3181,2025-12-17,Deposit,62.98,Healthcare,Islamabad,Debit Card,0
T05062,C4197,2025-05-26,Withdrawal,19.79,Retail,Islamabad,Online Banking,0
T05063,C7040,2025-06-12,Withdrawal,179.59,Food,Islamabad,Credit Card,0
T05064,C2462,2025-06-28,Transfer,100.57,Food,Faisalabad,Debit Card,0
T05065,C8037,2025-03-30,Transfer,137.11,Retail,Peshawar,Credit Card,0
T05066,C5994,2025-08-11,Deposit,37.22,Travel,Faisalabad,Online Banking,0
T05067,C6308,2025-09-23,Transfer,209.43,Utilities,Faisalabad,Debit Card,0
T05068,C7221,2025-08-27,Withdrawal,193.0,Electronics,Faisalabad,Online Banking,0
T05069,C8090,2025-11-04,Deposit,61.52,Electronics,Faisalabad,Online Banking,0
T05070,C8769,2025-02-03,Payment,125.25,Food,Faisalabad,Online Banking,0
T05071,C1687,2025-06-16,Deposit,449.43,Retail,Faisalabad,Online Banking,0
T05072,C5661,2025-05-05,Transfer,297.0,Food,Peshawar,Online Banking,0
T05073,C2894,2025-08-12,Withdrawal,51.48,Food,Islamabad,Credit Card,0
T05074,C8389,2025-05-30,Withdrawal,422.15,Healthcare,Lahore,ATM,0
T05075,C5922,2025-07-08,Payment,13.94,Travel,Lahore,ATM,0
T05076,C7322,2025-02-12,Payment,106.86,Electronics,Lahore,Online Banking,0
T05077,C4183,2025-01-29,Deposit,16.7,Utilities,Karachi,Online Banking,0
T05078,C4797,2025-12-28,Withdrawal,515.97,Retail,Islamabad,Online Banking,0
T05079,C6178,2025-04-30,Payment,8.31,Utilities,Peshawar,Debit Card,0
T05080,C4968,2025-12-03,Payment,32.8,Retail,Faisalabad,Online Banking,0
T05081,C3716,2025-01-31,Deposit,493.11,Electronics,Lahore,Debit Card,0
T05082,C1190,2025-06-30,Deposit,174.53,Travel,Islamabad,Credit Card,0
T05083,C2335,2025-06-11,Withdrawal,317.13,Utilities,Peshawar,ATM,0
T05084,C9181,2025-05-08,Transfer,3.31,Retail,Lahore,Online Banking,0
T05085,C1378,2025-09-12,Transfer,108.63,Food,Islamabad,ATM,0
T05086,C4829,2025-10-21,Withdrawal,832.94,Electronics,Peshawar,Credit Card,0
T05087,C7380,2025-12-23,Transfer,173.41,Travel,Islamabad,ATM,0
T05088,C1615,2025-09-11,Withdrawal,379.0,Healthcare,Faisalabad,Credit Card,0
T05089,C3330,2025-05-10,Withdrawal,662.41,Food,Islamabad,Online Banking,0
T05090,C2754,2025-01-12,Payment,231.06,Travel,Islamabad,Credit Card,0
T05091,C1463,2025-02-04,Transfer,79.39,Retail,Karachi,Online Banking,0
T05092,C5267,2025-07-17,Withdrawal,73.81,Food,Faisalabad,ATM,0
T05093,C4158,2025-09-05,Transfer,14.79,Healthcare,Islamabad,Credit Card,0
T05094,C4624,2025-04-20,Transfer,111.64,Healthcare,Faisalabad,Debit Card,0
T05095,C5938,2025-11-24,Deposit,493.94,Travel,Islamabad,Debit Card,0
T05096,C6417,2025-09-02,Transfer,130.04,Electronics,Faisalabad,Debit Card,0
T05097,C7004,2025-09-07,Withdrawal,483.81,Utilities,Peshawar,Online Banking,0
T05098,C9881,2025-11-13,Payment,339.81,Healthcare,Lahore,Credit Card,0
T05099,C6603,2025-06-12,Transfer,829.39,Healthcare,Karachi,Debit Card,0
T05100,C3212,2025-02-17,Withdrawal,590.13,Utilities,Lahore,Online Banking,0
T05101,C7120,2025-03-12,Deposit,245.16,Food,Islamabad,Debit Card,0
T05102,C6818,2025-05-14,Transfer,409.93,Electronics,Islamabad,ATM,0
T05103,C1382,2025-08-27,Payment,275.73,Electronics,Peshawar,ATM,0
T05104,C3256,2025-03-09,Transfer,243.07,Travel,Islamabad,ATM,0
T05105,C2412,2025-10-05,Withdrawal,251.45,Food,Faisalabad,Debit Card,0
T05106,C7146,2025-02-01,Transfer,255.34,Electronics,Lahore,Online Banking,0
T05107,C1371,2025-05-03,Transfer,95.42,Travel,Islamabad,Debit Card,0
T05108,C6806,2025-01-22,Deposit,110.18,Electronics,Peshawar,Online Banking,0
T05109,C6565,2025-06-04,Transfer,69.65,Food,Karachi,Debit Card,0
T05110,C9802,2025-04-20,Payment,32.09,Electronics,Lahore,Online Banking,0
T05111,C9307,2025-09-28,Transfer,122.66,Electronics,Peshawar,Debit Card,0
T05112,C8437,2025-10-27,Deposit,460.42,Electronics,Peshawar,Credit Card,0
T05113,C1446,2025-04-25,Withdrawal,210.69,Utilities,Lahore,Credit Card,0
T05114,C2391,2025-08-08,Transfer,11.56,Retail,Peshawar,Online Banking,0
T05115,C2340,2025-08-18,Transfer,333.41,Food,Karachi,ATM,0
T05116,C3939,2025-09-09,Deposit,547.91,Utilities,Karachi,ATM,0
T05117,C6969,2025-09-06,Deposit,353.71,Retail,Islamabad,ATM,0
T05118,C5813,2025-01-09,Deposit,260.05,Healthcare,Faisalabad,Online Banking,0
T05119,C4569,2025-02-03,Transfer,32.53,Electronics,Islamabad,Credit Card,0
T05120,C6454,2025-08-16,Payment,85.85,Electronics,Faisalabad,Online Banking,0
T05121,C4150,2025-03-14,Deposit,166.61,Utilities,Lahore,Debit Card,0
T05122,C7414,2025-10-28,Withdrawal,16.0,Travel,Peshawar,Debit Card,0
T05123,C5657,2025-07-31,Transfer,22.47,Food,Islamabad,Debit Card,0
T05124,C7947,2025-03-13,Withdrawal,544.39,Retail,Peshawar,Debit Card,0
T05125,C8943,2025-02-27,Withdrawal,242.6,Electronics,Islamabad,Debit Card,0
T05126,C4662,2025-08-08,Payment,64.34,Food,Islamabad,Debit Card,0
T05127,C5482,2025-10-02,Withdrawal,79.31,Electronics,Karachi,ATM,0
T05128,C5797,2025-09-06,Deposit,97.04,Electronics,Faisalabad,ATM,0
T05129,C6068,2025-01-16,Deposit,15.61,Electronics,Lahore,Debit Card,0
T05130,C6480,2025-03-16,Transfer,268.78,Food,Peshawar,Online Banking,0
T05131,C9033,2025-04-16,Payment,38.92,Utilities,Islamabad,Credit Card,0
T05132,C1983,2025-05-16,Payment,327.07,Food,Peshawar,Debit Card,0
T05133,C6607,2025-03-15,Withdrawal,373.99,Food,Karachi,Debit Card,0
T05134,C9543,2025-09-11,Payment,203.46,Healthcare,Lahore,Online Banking,0
T05135,C2907,2025-01-18,Withdrawal,293.81,Travel,Faisalabad,ATM,0
T05136,C7924,2025-02-12,Withdrawal,37.71,Travel,Faisalabad,Online Banking,0
T05137,C9737,2025-02-19,Payment,171.58,Utilities,Islamabad,Credit Card,0
T05138,C5174,2025-01-03,Transfer,225.9,Travel,Lahore,Credit Card,0
T05139,C8265,2025-08-20,Withdrawal,216.68,Utilities,Faisalabad,Online Banking,0
T05140,C2990,2025-08-07,Deposit,24.95,Electronics,Lahore,Debit Card,0
T05141,C6596,2025-02-28,Deposit,84.44,Electronics,Peshawar,ATM,0
T05142,C4998,2025-10-11,Payment,78.62,Food,Karachi,Debit Card,0
T05143,C4775,2025-10-29,Payment,169.97,Electronics,Lahore,Debit Card,0
T05144,C5645,2025-03-05,Withdrawal,289.84,Travel,Lahore,Debit Card,0
T05145,C3061,2025-03-11,Withdrawal,169.07,Retail,Faisalabad,Debit Card,0
T05146,C5487,2025-10-30,Deposit,281.16,Food,Islamabad,ATM,0
T05147,C5435,2025-05-22,Withdrawal,20.84,Utilities,Islamabad,Online Banking,0
T05148,C3644,2025-07-21,Deposit,420.97,Electronics,Peshawar,Credit Card,0
T05149,C2045,2025-07-26,Withdrawal,153.84,Food,Faisalabad,Credit Card,0
T05150,C8951,2025-08-09,Transfer,7.64,Food,Faisalabad,ATM,0
T05151,C7449,2025-12-28,Transfer,206.12,Food,Karachi,Online Banking,0
T05152,C3681,2025-09-03,Deposit,145.69,Electronics,Islamabad,ATM,0
T05153,C4199,2025-03-22,Transfer,49.79,Utilities,Faisalabad,Debit Card,0
T05154,C7768,2025-09-08,Transfer,289.15,Food,Peshawar,ATM,0
T05155,C8440,2025-02-20,Payment,542.32,Food,Karachi,Online Banking,0
T05156,C9633,2025-10-12,Withdrawal,77.92,Food,Islamabad,Credit Card,0
T05157,C3550,2025-12-12,Payment,136.21,Healthcare,Islamabad,ATM,0
T05158,C5225,2025-07-23,Deposit,27.43,Electronics,Islamabad,Credit Card,0
T05159,C1596,2025-01-25,Payment,531.28,Healthcare,Karachi,Credit Card,0
T05160,C7054,2025-02-10,Deposit,76.78,Travel,Peshawar,Credit Card,0
T05161,C2505,2025-03-10,Transfer,43.33,Utilities,Peshawar,Online Banking,0
T05162,C7468,2025-01-04,Payment,130.18,Food,Faisalabad,Debit Card,0
T05163,C8236,2025-08-28,Transfer,8.85,Healthcare,Faisalabad,Debit Card,0
T05164,C2551,2025-12-27,Withdrawal,58.29,Food,Islamabad,Online Banking,0
T05165,C7852,2025-01-31,Transfer,14.01,Healthcare,Lahore,Debit Card,0
T05166,C2449,2025-04-27,Withdrawal,27.25,Food,Faisalabad,Debit Card,0
T05167,C6953,2025-07-14,Transfer,23.79,Electronics,Peshawar,Debit Card,0
T05168,C9456,2025-03-31,Payment,411.8,Travel,Islamabad,ATM,0
T05169,C9042,2025-06-27,Payment,533.1,Food,Peshawar,Debit Card,0
T05170,C3659,2025-05-25,Transfer,128.69,Healthcare,Islamabad,ATM,0
T05171,C8509,2025-07-21,Deposit,199.08,Food,Karachi,Credit Card,0
T05172,C8893,2025-11-18,Deposit,238.08,Electronics,Faisalabad,ATM,0
T05173,C8445,2025-12-10,Withdrawal,99.29,Utilities,Karachi,Debit Card,0
T05174,C3721,2025-07-22,Withdrawal,92.47,Utilities,Faisalabad,Online Banking,0
T05175,C3925,2025-01-24,Transfer,225.14,Travel,Peshawar,Credit Card,0
T05176,C8104,2025-12-21,Payment,94.55,Utilities,Peshawar,Credit Card,0
T05177,C7240,2025-04-15,Withdrawal,173.98,Food,Lahore,ATM,0
T05178,C1512,2025-10-02,Transfer,144.8,Electronics,Peshawar,Online Banking,0
T05179,C1215,2025-11-18,Withdrawal,148.66,Food,Islamabad,Debit Card,0
T05180,C8299,2025-03-01,Payment,353.64,Food,Lahore,ATM,0
T05181,C4153,2025-01-15,Withdrawal,243.52,Travel,Islamabad,ATM,0
T05182,C8450,2025-03-26,Transfer,647.22,Utilities,Lahore,Credit Card,0
T05183,C2706,2025-07-16,Withdrawal,313.06,Utilities,Islamabad,ATM,0
T05184,C2567,2025-08-23,Deposit,31.52,Utilities,Lahore,Online Banking,0
T05185,C2128,2025-12-10,Withdrawal,268.25,Healthcare,Faisalabad,ATM,0
T05186,C4510,2025-09-20,Payment,219.11,Food,Faisalabad,ATM,0
T05187,C8867,2025-01-06,Payment,207.72,Electronics,Lahore,Online Banking,0
T05188,C3365,2025-10-16,Payment,131.07,Electronics,Karachi,ATM,0
T05189,C6583,2025-02-27,Payment,12.9,Food,Lahore,Debit Card,0
T05190,C5897,2025-05-25,Transfer,605.18,Retail,Karachi,ATM,0
T05191,C6718,2025-02-11,Withdrawal,382.01,Food,Islamabad,Debit Card,0
T05192,C7001,2025-12-16,Withdrawal,133.42,Healthcare,Lahore,Online Banking,0
T05193,C5567,2025-07-19,Withdrawal,34.53,Utilities,Karachi,Debit Card,0
T05194,C3741,2025-06-23,Withdrawal,347.99,Food,Lahore,Online Banking,0
T05195,C4020,2025-12-01,Transfer,112.66,Healthcare,Faisalabad,Debit Card,0
T05196,C7256,2025-04-05,Payment,98.9,Retail,Faisalabad,Debit Card,0
T05197,C1228,2025-08-05,Withdrawal,218.95,Food,Lahore,Online Banking,0
T05198,C9362,2025-04-21,Withdrawal,284.32,Utilities,Lahore,Online Banking,0
T05199,C1294,2025-12-19,Payment,12.98,Travel,Peshawar,Debit Card,0
T05200,C5284,2025-06-29,Deposit,291.82,Electronics,Faisalabad,Online Banking,0
T05201,C9617,2025-06-12,Deposit,264.81,Retail,Islamabad,Credit Card,0
T05202,C7801,2025-04-29,Payment,177.93,Travel,Lahore,ATM,0
T05203,C1918,2025-11-21,Withdrawal,82.62,Electronics,Peshawar,Debit Card,0
T05204,C1498,2025-08-16,Payment,36.02,Travel,Lahore,Credit Card,0
T05205,C3809,2025-05-25,Withdrawal,21.66,Food,Faisalabad,Credit Card,0
T05206,C5961,2025-11-04,Withdrawal,0.24,Food,Karachi,Credit Card,0
T05207,C4779,2025-05-22,Deposit,46.25,Electronics,Karachi,Online Banking,0
T05208,C3118,2025-05-02,Deposit,105.98,Electronics,Faisalabad,ATM,0
T05209,C7391,2025-10-12,Withdrawal,55.85,Food,Islamabad,Debit Card,0
T05210,C1145,2025-08-14,Withdrawal,73.92,Food,Peshawar,ATM,0
T05211,C8942,2025-12-26,Withdrawal,99.01,Healthcare,Lahore,Debit Card,0
T05212,C5565,2025-09-14,Deposit,73.71,Electronics,Lahore,ATM,0
T05213,C1192,2025-10-12,Withdrawal,257.92,Electronics,Lahore,ATM,0
